,hwr,awr,hspa,aspa,hrpa,arpa,hda,ada,hts,ats,hhspa,haspa,hhrpa,harpa,hhda,hada,homes,aways,hq1,hq2,hq3,hq4,aq1,aq2,aq3,aq4,league
1624,100.0,0.0,90.5,73.0,69.0,96.5,21.5,-23.5,159.5,169.5,40.0,33.0,33.5,44.5,6.5,-11.5,100,76,26,17,28,29,20,22,21,13,Proliga
1625,80.0,0.0,74.6,46.0,67.6,75.0,7.0,-29.0,142.2,121.0,37.0,28.0,32.4,37.0,4.6,-9.0,75,46,14,23,16,22,16,12,4,14,VTB-Youth League
1626,33.33,20.0,60.0,69.2,83.33,68.6,-23.33,0.6,143.33,137.8,35.33,33.6,41.0,37.6,-5.67,-4.0,69,64,22,22,8,17,12,13,15,24,VTB-Youth League
1627,0.0,60.0,78.0,77.8,78.0,72.4,0.0,5.4,156.0,150.2,33.0,36.8,43.0,32.4,-10.0,4.4,101,102,22,11,22,23,16,27,18,17,VTB-Youth League
1628,0.0,50.0,68.0,68.0,76.4,60.33,-8.4,7.67,144.4,128.33,29.4,36.67,39.6,28.5,-10.2,8.17,63,75,15,13,13,22,22,14,20,19,LPB
1629,0.0,20.0,62.0,63.2,78.2,69.6,-16.2,-6.4,140.2,132.8,30.2,29.0,36.8,34.8,-6.6,-5.8,65,67,10,23,19,13,10,14,24,19,LPB
1630,25.0,83.33,62.0,72.67,64.25,65.17,-2.25,7.5,126.25,137.83,32.25,36.83,28.75,30.5,3.5,6.33,60,72,13,18,17,12,19,12,20,21,LPB
1631,33.33,25.0,74.33,76.0,77.67,84.25,-3.33,-8.25,152.0,160.25,36.33,39.0,41.0,43.25,-4.67,-4.25,83,88,27,20,20,16,19,25,19,25,Euroleague
1632,25.0,80.0,75.5,81.2,79.0,79.2,-3.5,2.0,154.5,160.4,36.75,39.6,40.0,38.4,-3.25,1.2,71,74,23,14,20,14,22,20,8,24,Euroleague
1633,25.0,40.0,84.75,76.8,86.75,75.8,-2.0,1.0,171.5,152.6,44.5,40.8,41.25,37.4,3.25,3.4,78,87,17,21,20,20,26,19,21,21,Euroleague
1634,60.0,40.0,79.2,69.2,70.2,80.2,9.0,-11.0,149.4,149.4,38.6,34.4,36.6,41.2,2.0,-6.8,86,68,20,25,19,22,21,15,23,9,Euroleague
1635,75.0,33.33,78.0,78.67,74.5,82.0,3.5,-3.33,152.5,160.67,39.75,39.0,37.75,40.0,2.0,-1.0,95,83,22,23,25,25,21,20,25,17,Euroleague
1636,66.67,33.33,86.67,78.0,82.67,80.33,4.0,-2.33,169.33,158.33,40.67,36.33,46.33,39.67,-5.67,-3.33,89,86,20,20,23,26,26,13,21,26,Eurocup
1637,66.67,25.0,84.67,82.5,82.33,80.75,2.33,1.75,167.0,163.25,42.0,41.5,47.0,43.5,-5.0,-2.0,77,87,25,16,12,24,25,23,20,19,Eurocup
1638,75.0,25.0,80.75,72.75,74.75,71.75,6.0,1.0,155.5,144.5,36.25,38.0,38.5,38.0,-2.25,0.0,72,65,16,16,17,23,16,23,11,15,Eurocup
1639,0.0,66.67,74.25,80.67,88.75,79.0,-14.5,1.67,163.0,159.67,37.75,39.67,48.75,38.0,-11.0,1.67,67,75,16,16,17,18,20,24,14,17,Eurocup
1640,100.0,0.0,91.5,78.0,72.5,89.0,19.0,-11.0,164.0,167.0,46.5,27.5,30.0,44.5,16.5,-17.0,85,72,20,25,20,20,11,14,22,25,Basketball Champions League
1641,50.0,50.0,71.0,74.0,71.0,82.0,0.0,-8.0,142.0,156.0,36.5,43.0,41.5,39.5,-5.0,3.5,69,79,18,14,12,25,26,21,16,16,Basketball Champions League
1642,100.0,0.0,92.67,73.0,82.0,79.33,10.67,-6.33,174.67,152.33,46.67,35.33,42.67,43.0,4.0,-7.67,83,81,21,22,18,22,20,17,21,23,Basketball Champions League
1643,100.0,50.0,91.0,72.0,67.0,87.0,24.0,-15.0,158.0,159.0,44.0,37.0,33.5,37.0,10.5,0.0,104,67,30,17,29,28,16,12,22,17,Coupe de France
1644,100.0,66.67,85.0,81.33,64.0,76.67,21.0,4.67,149.0,158.0,42.5,43.67,35.0,37.67,7.5,6.0,93,70,23,23,22,25,17,24,23,6,Coupe de France
1645,85.71,33.33,99.29,85.83,91.14,87.67,8.14,-1.83,190.43,173.5,47.43,40.33,45.14,42.17,2.29,-1.83,108,95,29,26,26,27,17,33,18,27,PLK
1646,33.33,33.33,78.0,69.67,87.0,82.67,-9.0,-13.0,165.0,152.33,41.0,36.0,43.33,37.67,-2.33,-1.67,75,84,22,19,19,15,21,24,9,30,LEB Oro
1647,100.0,0.0,93.0,70.0,70.0,93.0,23.0,-23.0,163.0,163.0,48.0,27.0,27.0,48.0,21.0,-21.0,93,70,23,25,22,23,15,12,17,26,NBB
1648,100.0,0.0,92.5,67.0,80.0,78.0,12.5,-11.0,172.5,145.0,50.0,38.0,42.5,47.5,7.5,-9.5,76,74,27,22,16,11,22,20,17,15,NBB
1649,0.0,50.0,64.33,68.0,82.0,77.0,-17.67,-9.0,146.33,145.0,30.0,33.0,37.33,42.0,-7.33,-9.0,78,82,22,21,15,20,19,21,25,17,NBB
1650,50.0,66.67,77.5,72.33,77.5,66.33,0.0,6.0,155.0,138.67,43.5,32.67,35.0,29.67,8.5,3.0,69,67,21,19,20,9,17,12,23,15,NBB
1651,25.0,100.0,70.25,77.0,80.0,67.75,-9.75,9.25,150.25,144.75,36.75,37.5,39.25,35.0,-2.5,2.5,51,70,15,13,13,10,22,10,19,19,Liga Nacional
1652,25.0,50.0,65.25,83.25,80.5,70.5,-15.25,12.75,145.75,153.75,31.5,40.25,44.0,32.75,-12.5,7.5,62,98,12,16,17,17,27,20,32,19,Liga Nacional
1653,75.0,25.0,88.25,72.5,66.75,79.25,21.5,-6.75,155.0,151.75,39.75,33.75,28.5,39.0,11.25,-5.25,85,63,22,20,26,17,19,9,12,23,Liga Nacional
1654,50.0,0.0,89.5,80.0,87.5,92.5,2.0,-12.5,177.0,172.5,42.5,32.5,36.0,51.0,6.5,-18.5,97,87,24,23,28,22,15,14,26,32,BBL Cup
1655,75.0,50.0,79.0,75.75,80.0,71.5,-1.0,4.25,159.0,147.25,41.75,36.25,41.0,37.75,0.75,-1.5,78,73,22,23,18,15,10,25,17,21,A1 Liga
1656,100.0,0.0,85.5,70.33,68.0,88.0,17.5,-17.67,153.5,158.33,44.5,35.67,38.5,45.0,6.0,-9.33,93,75,26,21,22,24,17,19,19,20,1. SKL
1657,75.0,50.0,81.0,81.25,74.5,81.75,6.5,-0.5,155.5,163.0,44.25,42.0,39.5,38.25,4.75,3.75,89,85,18,25,28,18,17,21,23,24,NBL
1658,100.0,0.0,103.5,74.0,75.0,90.5,28.5,-16.5,178.5,164.5,45.0,36.5,40.5,38.0,4.5,-1.5,96,76,29,10,30,27,23,24,10,19,Super League 1
1659,100.0,0.0,79.0,63.5,69.0,79.5,10.0,-16.0,148.0,143.0,31.0,31.5,29.0,30.5,2.0,1.0,79,69,17,14,25,23,16,13,15,25,Paulista Basketbol Şampiyonası U19
1660,66.67,75.0,87.33,80.63,82.0,71.5,5.33,9.13,169.33,152.13,43.33,41.63,40.67,34.13,2.67,7.5,73,68,15,19,16,23,19,18,15,16,KBL
1661,66.67,50.0,67.67,64.0,50.67,64.75,17.0,-0.75,118.33,128.75,34.33,30.5,26.67,35.0,7.67,-4.5,59,66,14,16,9,20,10,17,21,18,Liga Femenina 2
1662,0.0,75.0,82.0,83.0,89.5,72.5,-7.5,10.5,171.5,155.5,38.0,41.5,49.5,36.5,-11.5,5.0,67,79,18,4,27,18,23,19,20,17,Basketligan
1663,50.0,0.0,82.5,68.5,72.5,82.0,10.0,-13.5,155.0,150.5,44.0,35.0,40.5,49.5,3.5,-14.5,83,62,19,36,7,21,13,21,20,8,Prva Liga
1664,0.0,50.0,64.5,72.0,75.5,73.75,-11.0,-1.75,140.0,145.75,35.5,33.0,39.5,42.5,-4.0,-9.5,78,86,28,18,14,18,21,19,28,18,1 Liga Kobiet
1665,40.0,50.0,71.4,71.25,71.8,60.25,-0.4,11.0,143.2,131.5,34.2,32.5,38.0,32.0,-3.8,0.5,69,86,15,19,17,18,20,27,22,17,LPB
1666,40.0,0.0,63.0,62.0,62.8,69.25,0.2,-7.25,125.8,131.25,27.0,32.75,31.8,32.0,-4.8,0.75,73,67,13,20,15,25,15,22,11,19,LPB
1667,100.0,0.0,74.25,61.0,60.5,79.25,13.75,-18.25,134.75,140.25,37.5,28.0,32.25,37.5,5.25,-9.5,70,59,18,16,18,18,15,11,15,18,LPB
1668,0.0,80.0,72.0,80.8,81.0,72.2,-9.0,8.6,153.0,153.0,31.0,35.0,39.0,35.6,-8.0,-0.6,72,81,16,15,20,21,23,16,19,23,PLK
1669,100.0,0.0,98.67,74.8,74.17,90.2,24.5,-15.4,172.83,165.0,49.33,35.0,32.33,45.2,17.0,-10.2,111,80,32,21,27,31,17,22,17,24,PLK
1670,0.0,50.0,79.0,86.0,86.0,94.0,-7.0,-8.0,165.0,180.0,43.0,41.0,39.0,47.0,4.0,-6.0,79,86,17,26,14,22,27,12,22,25,NBB
1671,0.0,50.0,68.5,83.0,103.0,83.0,-34.5,0.0,171.5,166.0,40.0,36.5,58.5,32.5,-18.5,4.0,,,,,,,,,,,Liga Nacional
1672,50.0,50.0,81.0,75.5,96.5,78.0,-15.5,-2.5,177.5,153.5,37.0,40.0,48.0,37.0,-11.0,3.0,,,,,,,,,,,Liga Nacional
1673,66.67,25.0,81.33,78.0,82.67,81.0,-1.33,-3.0,164.0,159.0,40.33,44.5,43.33,38.0,-3.0,6.5,70,88,15,19,17,19,28,26,17,17,1. SKL
1674,20.0,25.0,88.0,80.25,88.2,91.25,-0.2,-11.0,176.2,171.5,46.0,41.75,48.8,43.25,-2.8,-1.5,86,96,19,24,22,21,27,27,17,25,NBL
1675,100.0,40.0,95.0,81.2,93.0,81.4,2.0,-0.2,188.0,162.6,51.0,43.6,58.0,42.2,-7.0,1.4,95,93,27,24,23,21,25,33,20,15,NBL
1676,50.0,33.33,82.0,79.33,84.0,80.0,-2.0,-0.67,166.0,159.33,39.5,43.33,47.5,46.67,-8.0,-3.33,88,87,27,20,15,26,20,28,25,14,NBL
1677,100.0,50.0,96.5,79.67,70.5,85.0,26.0,-5.33,167.0,164.67,50.0,41.17,36.0,42.0,14.0,-0.83,85,69,25,24,22,14,19,20,20,10,NBL
1678,0.0,50.0,70.5,88.0,88.5,77.5,-18.0,10.5,159.0,165.5,36.0,43.5,43.5,35.0,-7.5,8.5,70,93,22,15,18,15,26,21,28,18,Super League 1
1679,100.0,0.0,93.0,85.33,85.0,94.33,8.0,-9.0,178.0,179.67,45.5,39.33,44.5,47.33,1.0,-8.0,106,91,22,29,25,30,23,25,23,20,Ligat Ha'al
1680,50.0,100.0,79.0,88.0,84.0,76.0,-5.0,12.0,163.0,164.0,34.0,37.0,36.0,30.0,-2.0,7.0,76,88,14,16,28,18,16,21,30,21,Ligat Ha'al
1681,33.33,25.0,68.33,60.0,74.67,89.25,-6.33,-29.25,143.0,149.25,37.33,34.75,34.67,40.0,2.67,-5.25,60,65,13,17,14,16,16,15,19,15,Women's Cup
1682,66.67,62.5,81.17,77.25,74.33,75.13,6.83,2.13,155.5,152.38,40.0,36.63,35.83,38.5,4.17,-1.88,63,68,20,10,25,8,13,14,23,18,KBL
1683,50.0,50.0,87.0,88.5,78.0,100.0,9.0,-11.5,165.0,188.5,44.0,45.0,37.5,48.0,6.5,-3.0,112,71,33,28,32,19,18,13,28,12,Basketligan
1684,0.0,75.0,53.5,85.0,88.5,72.0,-35.0,13.0,142.0,157.0,21.0,41.75,33.0,35.0,-12.0,6.75,42,83,6,9,15,12,16,15,31,21,Higher League
1685,50.0,0.0,67.5,66.5,64.5,71.5,3.0,-5.0,132.0,138.0,33.25,31.25,29.5,32.0,3.75,-0.75,77,71,23,18,16,20,19,19,16,17,LPB
1686,40.0,50.0,72.6,62.75,74.0,63.0,-1.4,-0.25,146.6,125.75,34.6,33.75,34.6,29.0,0.0,4.75,60,65,13,10,21,16,13,17,20,15,LPB
1687,75.0,75.0,70.5,69.75,64.75,61.0,5.75,8.75,135.25,130.75,37.25,32.0,29.25,29.75,8.0,2.25,60,59,22,17,12,9,14,11,18,16,LPB
1688,75.0,0.0,87.75,79.25,74.25,88.75,13.5,-9.5,162.0,168.0,45.5,41.5,38.0,44.0,7.5,-2.5,82,72,22,20,26,14,15,23,21,13,ING BSL
1689,100.0,50.0,89.0,75.25,72.5,84.0,16.5,-8.75,161.5,159.25,46.75,41.0,34.25,39.25,12.5,1.75,86,67,17,24,28,17,19,17,15,16,ING BSL
1690,50.0,0.0,81.5,66.5,78.0,75.5,3.5,-9.0,159.5,142.0,37.5,37.5,45.5,36.0,-8.0,1.5,91,74,19,18,31,23,27,17,14,16,Eurobasket Qualifiers (W)
1691,66.67,100.0,69.0,80.33,64.0,67.67,5.0,12.67,133.0,148.0,37.67,44.33,35.67,33.67,2.0,10.67,63,69,19,13,15,16,16,19,15,19,Eurobasket Qualifiers (W)
1692,50.0,0.0,64.0,61.0,73.5,71.0,-9.5,-10.0,137.5,132.0,30.0,29.0,36.0,38.0,-6.0,-9.0,70,62,14,16,14,26,17,13,14,18,Eurobasket Qualifiers (W)
1693,83.33,33.33,80.33,78.83,72.83,82.67,7.5,-3.83,153.17,161.5,39.5,40.67,35.5,40.83,4.0,-0.17,80,74,17,17,28,18,15,21,19,19,Liga ACB
1694,40.0,0.0,84.2,65.6,80.0,86.0,4.2,-20.4,164.2,151.6,41.8,33.8,40.8,39.8,1.0,-6.0,104,69,31,20,22,31,18,23,16,12,Liga ACB
1695,80.0,33.33,88.2,76.83,80.6,89.17,7.6,-12.33,168.8,166.0,41.0,34.83,36.4,41.5,4.6,-6.67,91,71,23,15,22,31,17,21,16,17,Liga ACB
1696,80.0,20.0,86.0,71.4,79.8,89.4,6.2,-18.0,165.8,160.8,40.8,33.4,34.0,38.4,6.8,-5.0,99,80,23,20,20,36,15,15,22,28,Liga ACB
1697,25.0,40.0,78.75,78.4,80.0,81.8,-1.25,-3.4,158.75,160.2,33.25,35.8,36.5,42.4,-3.25,-6.6,63,73,17,15,12,19,9,21,19,24,Liga ACB
1698,50.0,80.0,88.0,84.8,85.5,80.4,2.5,4.4,173.5,165.2,47.0,43.2,41.5,39.0,5.5,4.2,87,100,23,23,23,18,31,25,18,26,Lega Basket Serie A
1699,33.33,100.0,73.0,86.25,78.67,69.5,-5.67,16.75,151.67,155.75,35.67,42.5,39.33,40.5,-3.67,2.0,71,89,24,20,14,13,20,23,30,16,Lega Basket Serie A
1700,33.33,40.0,76.0,75.2,74.67,77.8,1.33,-2.6,150.67,153.0,44.33,36.4,36.33,40.4,8.0,-4.0,73,80,25,12,22,14,13,22,24,21,Lega Basket Serie A
1701,33.33,100.0,78.33,77.67,76.67,69.0,1.67,8.67,155.0,146.67,40.0,39.67,36.67,31.33,3.33,8.33,80,91,22,17,13,28,22,26,17,26,TBL
1702,66.67,50.0,76.67,74.5,73.0,75.0,3.67,-0.5,149.67,149.5,39.0,36.0,36.33,37.5,2.67,-1.5,84,72,22,27,16,19,16,19,22,15,Basket League
1703,50.0,33.33,85.75,91.67,85.25,91.33,0.5,0.33,171.0,183.0,41.25,46.0,42.75,45.67,-1.5,0.33,89,85,18,20,23,20,16,24,24,17,United League
1704,0.0,100.0,52.0,75.0,75.0,52.0,-23.0,23.0,127.0,127.0,34.0,28.0,28.0,34.0,6.0,-6.0,52,75,19,15,12,6,11,17,26,21,BBL
1705,0.0,100.0,82.0,86.0,86.0,82.0,-4.0,4.0,168.0,168.0,34.0,46.0,46.0,34.0,-12.0,12.0,82,86,23,11,30,18,22,24,20,20,BBL
1706,0.0,100.0,86.0,89.0,89.0,86.0,-3.0,3.0,175.0,175.0,38.0,55.0,55.0,38.0,-17.0,17.0,86,89,19,19,24,24,33,22,19,15,BBL
1707,66.67,25.0,78.0,68.5,77.67,76.5,0.33,-8.0,155.67,145.0,39.33,33.25,39.67,36.75,-0.33,-3.5,71,70,17,19,15,20,14,17,23,16,Adriatic League
1708,100.0,25.0,89.33,86.25,74.33,88.5,15.0,-2.25,163.67,174.75,41.33,44.75,37.67,45.0,3.67,-0.25,97,88,25,24,24,24,25,14,18,31,Adriatic League
1709,100.0,25.0,86.33,68.25,66.67,80.5,19.67,-12.25,153.0,148.75,42.67,38.25,35.67,39.5,7.0,-1.25,78,76,18,20,22,18,24,18,17,17,Adriatic League
1710,50.0,40.0,80.5,80.6,71.5,83.2,9.0,-2.6,152.0,163.8,40.67,37.0,36.33,37.8,4.33,-0.8,73,68,16,13,20,14,19,14,16,14,PLK
1711,50.0,20.0,81.25,86.6,70.5,89.8,10.75,-3.2,151.75,176.4,43.0,43.4,36.5,46.4,6.5,-3.0,103,100,31,20,26,14,24,26,21,20,LKL
1712,100.0,33.33,78.33,69.0,73.33,74.33,5.0,-5.33,151.67,143.33,33.33,35.33,32.67,34.0,0.67,1.33,73,67,13,16,25,19,18,16,13,20,LEB Oro
1713,50.0,0.0,80.0,65.67,75.5,85.33,4.5,-19.67,155.5,151.0,32.5,34.0,43.0,40.33,-10.5,-6.33,93,71,24,19,22,28,20,19,18,14,LEB Oro
1714,33.33,100.0,77.67,79.67,77.0,67.67,0.67,12.0,154.67,147.33,37.67,43.0,42.33,28.0,-4.67,15.0,73,79,16,10,29,18,16,28,22,13,LEB Oro
1715,66.67,33.33,74.33,68.0,67.0,73.33,7.33,-5.33,141.33,141.33,39.33,38.33,31.0,39.33,8.33,-1.0,78,55,22,16,19,21,17,11,11,16,LEB Oro
1716,33.33,37.5,70.67,77.0,81.44,80.88,-10.78,-3.88,152.11,157.88,30.11,38.0,40.78,36.25,-10.67,1.75,76,82,15,19,19,23,26,18,10,28,B1 League
1717,11.11,87.5,73.67,83.5,83.44,68.5,-9.78,15.0,157.11,152.0,36.0,42.38,41.33,28.75,-5.33,13.63,71,85,25,10,17,19,13,30,21,21,B1 League
1718,22.22,28.57,70.33,76.71,77.22,82.14,-6.89,-5.43,147.56,158.86,30.33,36.57,34.78,37.71,-4.44,-1.14,82,79,21,13,22,26,15,15,25,24,B1 League
1719,83.33,42.86,81.17,68.57,74.0,72.29,7.17,-3.71,155.17,140.86,36.67,32.57,36.33,33.57,0.33,-1.0,80,71,21,15,22,22,12,20,22,17,B1 League
1720,50.0,60.0,82.6,79.8,83.4,77.5,-0.8,2.3,166.0,157.3,40.7,38.5,42.7,38.7,-2.0,-0.2,54,78,8,17,12,17,25,12,21,20,B1 League
1721,0.0,80.0,71.25,82.5,81.0,77.0,-9.75,5.5,152.25,159.5,33.5,40.2,40.13,37.6,-6.63,2.6,84,88,25,18,14,27,16,24,22,26,B1 League
1722,75.0,50.0,86.25,77.5,75.88,79.38,10.38,-1.88,162.13,156.88,42.63,36.0,34.63,42.13,8.0,-6.13,102,58,24,29,33,16,13,14,13,18,B1 League
1723,50.0,12.5,79.75,71.25,76.5,85.88,3.25,-14.63,156.25,157.13,38.63,33.0,31.88,43.75,6.75,-10.75,88,65,19,26,19,24,18,12,19,16,B1 League
1724,55.56,60.0,83.56,79.8,81.78,77.7,1.78,2.1,165.33,157.5,40.44,38.7,39.11,38.3,1.33,0.4,90,71,19,35,24,12,24,12,17,18,B1 League
1725,66.67,77.78,83.56,90.0,74.11,81.22,9.44,8.78,157.67,171.22,40.0,46.22,36.11,40.67,3.89,5.56,82,93,19,16,23,24,27,26,21,19,B1 League
1726,0.0,100.0,57.0,73.0,73.0,57.0,-16.0,16.0,130.0,130.0,33.0,31.0,31.0,33.0,2.0,-2.0,57,73,22,11,15,9,15,16,20,22,NBB
1727,100.0,0.0,94.0,79.0,73.5,86.0,20.5,-7.0,167.5,165.0,49.5,45.0,42.5,40.0,7.0,5.0,86,79,25,15,27,19,27,18,18,16,NBB
1728,100.0,0.0,80.0,60.0,60.0,80.0,20.0,-20.0,140.0,140.0,46.0,34.0,34.0,46.0,12.0,-12.0,80,60,23,23,16,18,16,18,14,12,NBB
1729,100.0,50.0,83.0,90.0,68.5,84.0,14.5,6.0,151.5,174.0,43.5,52.0,27.0,46.5,16.5,5.5,,,,,,,,,,,Liga Nacional
1730,0.0,0.0,70.0,71.0,79.0,87.0,-9.0,-16.0,149.0,158.0,31.0,30.0,45.5,49.0,-14.5,-19.0,,,,,,,,,,,Liga Nacional
1731,0.0,100.0,68.5,92.5,80.5,79.5,-12.0,13.0,149.0,172.0,28.5,48.0,40.0,42.0,-11.5,6.0,,,,,,,,,,,Liga Nacional
1732,100.0,100.0,98.5,88.0,80.5,67.0,18.0,21.0,179.0,155.0,48.0,48.5,45.5,30.5,2.5,18.0,,,,,,,,,,,Liga Nacional
1733,100.0,0.0,96.0,60.0,60.0,96.0,36.0,-36.0,156.0,156.0,41.0,26.0,26.0,41.0,15.0,-15.0,96,60,16,25,26,29,9,17,19,15,BBL Cup
1734,100.0,0.0,93.0,63.0,63.0,93.0,30.0,-30.0,156.0,156.0,43.0,32.0,32.0,43.0,11.0,-11.0,93,63,21,22,25,25,12,20,17,14,BBL Cup
1735,50.0,0.0,96.5,68.5,89.0,83.5,7.5,-15.0,185.5,152.0,55.0,35.0,44.0,43.5,11.0,-8.5,97,76,26,27,22,22,11,20,18,27,BBL Cup
1736,75.0,20.0,87.25,75.6,79.75,84.8,7.5,-9.2,167.0,160.4,47.25,34.8,38.0,46.2,9.25,-11.4,87,81,24,19,22,22,14,23,24,20,A1 Liga
1737,60.0,20.0,85.6,76.4,81.8,90.4,3.8,-14.0,167.4,166.8,46.6,40.6,40.6,47.6,6.0,-7.0,83,69,22,32,14,15,20,18,17,14,A1 Liga
1738,80.0,75.0,81.4,93.5,76.6,89.5,4.8,4.0,158.0,183.0,40.6,49.75,40.0,46.25,0.6,3.5,88,72,20,19,20,29,20,19,13,20,NBL
1739,33.33,33.33,76.0,84.67,89.67,86.0,-13.67,-1.33,165.67,170.67,34.33,48.0,41.0,38.33,-6.67,9.67,68,97,21,14,11,22,24,30,18,25,Super League 1
1740,50.0,25.0,54.0,61.5,73.0,74.25,-19.0,-12.75,127.0,135.75,32.0,28.75,33.0,39.25,-1.0,-10.5,59,51,11,23,16,9,16,3,18,14,Super League 1
1741,33.33,100.0,77.0,96.0,86.0,72.0,-9.0,24.0,163.0,168.0,37.67,53.0,46.33,40.0,-8.67,13.0,72,96,21,19,9,23,28,25,20,23,Super League 1
1742,50.0,50.0,72.75,73.5,75.25,73.0,-2.5,0.5,148.0,146.5,33.0,31.0,36.25,38.0,-3.25,-7.0,55,77,17,15,17,6,16,18,26,17,Super League 1
1743,100.0,0.0,90.5,84.0,84.5,92.0,6.0,-8.0,175.0,176.0,52.0,38.0,36.5,52.0,15.5,-14.0,86,84,15,36,17,18,23,15,20,26,Ligat Ha'al
1744,0.0,0.0,77.5,77.0,90.0,77.0,-12.5,0.0,167.5,154.0,34.0,43.0,53.0,34.0,-19.0,9.0,86,92,15,19,23,20,17,26,19,15,Ligat Ha'al
1745,100.0,40.0,83.0,66.0,72.2,71.6,10.8,-5.6,155.2,137.6,42.0,31.6,35.6,39.6,6.4,-8.0,77,69,18,16,17,26,19,14,11,25,Estonya-Letonya Basketbol Ligi
1746,100.0,33.33,99.0,80.67,72.0,82.33,27.0,-1.67,171.0,163.0,49.0,40.0,38.0,44.0,11.0,-4.0,99,72,29,20,23,27,25,13,21,13,WNBL
1747,100.0,0.0,90.0,68.5,68.5,90.0,21.5,-21.5,158.5,158.5,45.5,33.0,33.0,45.5,12.5,-12.5,87,62,29,21,23,14,16,15,16,15,Club Friendlies
1748,100.0,0.0,94.5,91.75,87.75,99.5,6.75,-7.75,182.25,191.25,44.0,40.25,38.5,51.25,5.5,-11.0,109,102,22,34,26,27,27,22,33,20,Korisliiga
1749,25.0,50.0,77.63,80.88,82.25,85.13,-4.63,-4.25,159.88,166.0,37.63,39.63,43.25,44.25,-5.63,-4.63,82,73,15,23,17,27,14,29,14,16,KBL
1750,28.57,25.0,81.71,73.88,85.0,82.0,-3.29,-8.13,166.71,155.88,43.29,34.5,39.71,40.0,3.57,-5.5,89,74,24,22,20,23,20,10,28,16,KBL
1751,33.33,20.0,75.22,82.2,77.78,87.4,-2.56,-5.2,153.0,169.6,36.44,39.6,39.22,41.4,-2.78,-1.8,66,58,13,19,18,16,18,9,20,11,KBL
1752,50.0,85.71,82.33,82.43,79.33,71.29,3.0,11.14,161.67,153.71,40.17,42.29,38.5,34.14,1.67,8.14,73,81,15,16,20,22,28,16,16,21,KBL
1753,100.0,0.0,79.0,65.0,65.0,79.0,14.0,-14.0,144.0,144.0,45.0,30.0,30.0,45.0,15.0,-15.0,79,65,17,28,14,20,8,22,16,19,Liga EBA
1754,0.0,0.0,64.33,68.25,72.67,75.25,-8.33,-7.0,137.0,143.5,30.67,35.25,36.67,36.75,-6.0,-1.5,77,84,20,21,14,16,17,24,19,11,Liga EBA
1755,66.67,33.33,71.33,63.33,78.67,66.67,-7.33,-3.33,150.0,130.0,35.33,31.67,44.0,36.67,-8.67,-5.0,73,66,22,13,21,17,17,23,13,13,Liga Femenina 2
1756,60.0,0.0,92.4,70.25,80.6,98.75,11.8,-28.5,173.0,169.0,49.0,33.25,37.0,54.5,12.0,-21.25,99,106,22,29,21,17,18,16,34,21,2 Liga
1757,33.33,0.0,67.0,55.0,67.0,72.0,0.0,-17.0,134.0,127.0,28.33,35.0,34.67,33.0,-6.33,2.0,72,55,19,14,19,20,12,23,11,9,CN1
1758,100.0,0.0,91.0,78.0,74.0,89.0,17.0,-11.0,165.0,167.0,44.0,41.0,32.5,42.0,11.5,-1.0,89,78,13,29,20,27,25,16,18,19,Proliga
1759,100.0,0.0,74.5,42.0,36.5,77.0,38.0,-35.0,111.0,119.0,39.5,25.0,20.0,38.0,19.5,-13.0,77,42,21,17,21,18,16,9,8,9,Nacional I Divisão
1760,100.0,0.0,71.0,60.0,58.0,76.5,13.0,-16.5,129.0,136.5,35.0,28.5,27.0,41.5,8.0,-13.0,71,58,18,17,22,14,15,12,13,18,Nacional I Divisão
1761,,,,,,,,,,,,,,,,,61,45,,,,,,,,,Taça de Portugal (W)
1762,100.0,0.0,83.5,68.5,68.5,83.5,15.0,-15.0,152.0,152.0,42.0,33.5,33.5,42.0,8.5,-8.5,75,70,18,21,17,19,15,17,20,18,Super League 2 (W)
1763,100.0,0.0,92.5,67.0,67.0,92.5,25.5,-25.5,159.5,159.5,47.5,37.0,37.0,47.5,10.5,-10.5,105,69,27,25,27,26,14,23,17,15,Super League 2 (W)
1764,0.0,66.67,65.0,85.67,94.0,82.0,-29.0,3.67,159.0,167.67,27.0,45.33,35.0,41.67,-8.0,3.67,65,94,13,14,19,19,16,19,33,26,Higher League
1765,100.0,0.0,82.25,72.0,61.0,81.0,21.25,-9.0,143.25,153.0,46.25,33.5,32.75,49.0,13.5,-15.5,76,71,22,20,20,14,21,18,13,19,Higher League
1766,50.0,50.0,74.17,75.67,77.5,84.17,-3.33,-8.5,151.67,159.83,35.5,40.67,40.67,43.83,-5.17,-3.17,72,79,24,10,13,25,12,24,23,20,VBA
1767,50.0,25.0,85.75,78.75,79.25,90.5,6.5,-11.75,165.0,169.25,39.75,36.75,37.75,46.75,2.0,-10.0,101,71,22,21,27,31,10,21,19,21,ING BSL
1768,50.0,100.0,80.5,83.5,73.25,79.25,7.25,4.25,153.75,162.75,39.0,45.25,33.0,39.5,6.0,5.75,81,82,21,22,17,21,15,21,26,20,ING BSL
1769,50.0,25.0,93.5,79.75,89.75,89.5,3.75,-9.75,183.25,169.25,47.5,40.5,47.75,46.5,-0.25,-6.0,99,82,24,28,24,23,28,15,15,24,ING BSL
