,hwr,awr,hspa,aspa,hrpa,arpa,hda,ada,hts,ats,hhspa,haspa,hhrpa,harpa,hhda,hada,homes,aways,hq1,hq2,hq3,hq4,aq1,aq2,aq3,aq4,league
1770,75.0,25.0,90.5,79.5,82.25,84.5,8.25,-5.0,172.75,164.0,45.0,44.5,45.25,42.25,-0.25,2.25,91,82,26,19,19,27,26,19,21,16,ING BSL
1771,50.0,0.0,69.0,53.5,62.5,81.5,6.5,-28.0,131.5,135.0,39.0,19.5,26.0,49.0,13.0,-29.5,74,53,21,23,16,14,7,14,17,15,Eurobasket Qualifiers (W)
1772,66.67,100.0,77.33,81.0,65.67,64.0,11.67,17.0,143.0,145.0,40.67,42.33,27.33,33.67,13.33,8.67,70,77,20,16,18,16,28,10,26,13,Eurobasket Qualifiers (W)
1773,100.0,0.0,79.0,58.5,53.0,81.5,26.0,-23.0,132.0,140.0,47.5,30.0,24.5,45.5,23.0,-15.5,90,51,22,30,18,20,13,12,8,18,Eurobasket Qualifiers (W)
1774,0.0,50.0,63.0,62.0,79.5,70.0,-16.5,-8.0,142.5,132.0,31.5,26.0,35.5,39.0,-4.0,-13.0,60,63,6,24,17,13,9,14,20,20,Eurobasket Qualifiers (W)
1775,66.67,100.0,80.0,88.67,62.33,58.67,17.67,30.0,142.33,147.33,49.0,45.0,30.67,27.67,18.33,17.33,68,72,22,18,17,11,20,14,26,12,Eurobasket Qualifiers (W)
1776,0.0,0.0,34.0,51.0,139.0,74.0,-105.0,-23.0,173.0,125.0,23.0,31.0,74.0,38.0,-51.0,-7.0,,,,,,,,,,,Eurobasket Qualifiers (W)
1777,50.0,66.67,68.5,94.67,57.0,56.0,11.5,38.67,125.5,150.67,36.0,50.33,34.5,28.0,1.5,22.33,76,83,15,19,19,10,18,20,15,10,Eurobasket Qualifiers (W)
1778,50.0,0.0,68.0,49.0,69.5,77.0,-1.5,-28.0,137.5,126.0,32.0,28.0,34.0,37.0,-2.0,-9.0,77,49,10,27,16,24,15,13,13,8,Eurobasket Qualifiers (W)
1779,66.67,100.0,73.67,77.0,71.0,57.33,2.67,19.67,144.67,134.33,44.33,40.0,37.33,28.0,7.0,12.0,65,87,17,20,10,18,29,16,12,30,Eurobasket Qualifiers (W)
1780,50.0,50.0,68.0,66.0,63.5,73.5,4.5,-7.5,131.5,139.5,29.5,39.0,33.5,29.5,-4.0,9.5,63,68,9,14,22,18,19,16,16,17,Eurobasket Qualifiers (W)
1781,0.0,50.0,49.0,80.0,86.0,76.0,-37.0,4.0,135.0,156.0,22.0,41.5,37.5,38.5,-15.5,3.0,59,74,13,20,14,12,17,12,21,24,Eurobasket Qualifiers (W)
1782,66.67,66.67,80.67,82.67,77.0,60.33,3.67,22.33,157.67,143.0,39.0,40.67,44.33,21.33,-5.33,19.33,69,83,12,15,27,15,23,21,17,22,Eurobasket Qualifiers (W)
1783,40.0,0.0,85.8,78.4,87.6,84.8,-1.8,-6.4,173.4,163.2,39.4,41.6,42.6,38.8,-3.2,2.8,82,81,16,17,23,26,21,27,22,11,Liga ACB
1784,100.0,0.0,83.83,71.8,68.0,82.6,15.83,-10.8,151.83,154.4,42.67,34.2,32.0,41.6,10.67,-7.4,82,53,23,23,18,18,9,13,18,13,Liga ACB
1785,75.0,100.0,70.25,70.33,59.0,56.33,11.25,14.0,129.25,126.67,33.0,35.0,30.25,28.0,2.75,7.0,61,67,11,22,14,14,15,20,16,16,Federasyon Kupası Kadınlar
1786,80.0,66.67,80.6,87.67,71.4,82.33,9.2,5.33,152.0,170.0,36.6,43.67,35.4,40.67,1.2,3.0,76,79,11,25,13,27,17,15,24,23,LNB Pro A
1787,75.0,66.67,77.0,72.0,63.75,67.33,13.25,4.67,140.75,139.33,41.0,31.67,31.5,33.67,9.5,-2.0,70,62,15,23,18,14,19,10,19,14,LNB Pro A
1788,50.0,50.0,67.5,69.0,67.5,68.5,0.0,0.5,135.0,137.5,27.5,36.5,37.0,29.0,-9.5,7.5,62,76,13,10,19,20,18,24,12,22,TBL
1789,66.67,0.0,79.67,70.0,72.0,84.67,7.67,-14.67,151.67,154.67,42.33,34.33,35.33,45.0,7.0,-10.67,87,68,22,25,21,19,18,19,19,12,TBL
1790,0.0,50.0,63.67,73.5,79.33,73.5,-15.67,0.0,143.0,147.0,29.0,36.0,38.67,35.5,-9.67,0.5,66,85,14,19,10,23,16,22,28,19,TBL
1791,33.33,66.67,72.67,79.67,72.33,75.0,0.33,4.67,145.0,154.67,40.0,42.0,37.33,40.67,2.67,1.33,86,77,23,30,18,15,25,26,16,10,TBL
1792,66.67,66.67,78.0,74.0,67.33,78.0,10.67,-4.0,145.33,152.0,40.33,44.33,35.67,43.33,4.67,1.0,75,49,23,22,17,13,14,19,15,1,TBL
1793,50.0,0.0,71.5,62.0,69.5,77.0,2.0,-15.0,141.0,139.0,32.0,39.0,38.0,38.0,-6.0,1.0,77,62,20,18,21,18,22,17,15,8,Basket League
1794,0.0,50.0,70.0,76.0,79.33,74.0,-9.33,2.0,149.33,150.0,34.0,39.0,35.33,37.5,-1.33,1.5,67,77,12,23,14,18,19,15,16,27,Basket League
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,Basket League
1796,100.0,66.67,94.67,87.67,83.67,84.33,11.0,3.33,178.33,172.0,47.33,40.33,38.67,45.33,8.67,-5.0,88,73,20,22,18,28,15,13,24,21,United League
1797,50.0,0.0,88.5,83.5,92.25,92.5,-3.75,-9.0,180.75,176.0,45.75,37.0,44.75,43.5,1.0,-6.5,92,86,25,21,20,26,18,17,24,27,United League
1798,100.0,0.0,104.0,76.0,76.0,104.0,28.0,-28.0,180.0,180.0,51.0,39.0,39.0,51.0,12.0,-12.0,104,76,30,21,26,27,18,21,22,15,BBL
1799,0.0,100.0,66.0,84.0,84.0,66.0,-18.0,18.0,150.0,150.0,33.0,44.0,44.0,33.0,-11.0,11.0,66,84,18,15,16,17,22,22,20,20,BBL
1800,100.0,0.0,79.0,76.0,76.0,79.0,3.0,-3.0,155.0,155.0,40.0,45.0,45.0,40.0,-5.0,5.0,79,76,22,18,19,20,19,26,18,13,BBL
1801,25.0,66.67,76.25,88.0,78.25,81.33,-2.0,6.67,154.5,169.33,36.75,47.0,46.25,43.0,-9.5,4.0,75,82,21,19,25,10,27,23,17,15,Adriatic League
1802,100.0,0.0,92.0,63.0,69.0,87.75,23.0,-24.75,161.0,150.75,47.0,36.0,38.67,45.25,8.33,-9.25,87,66,25,23,18,21,18,23,12,13,Adriatic League
1803,75.0,44.44,81.88,83.0,72.75,88.0,9.13,-5.0,154.63,171.0,41.63,42.78,34.88,44.89,6.75,-2.11,78,86,27,15,15,21,17,26,27,16,PLK
1804,60.0,50.0,77.6,80.25,84.0,85.5,-6.4,-5.25,161.6,165.75,39.2,38.5,42.8,44.0,-3.6,-5.5,80,74,17,24,16,23,25,17,8,24,LKL
1805,40.0,66.67,84.4,91.83,86.0,80.17,-1.6,11.67,170.4,172.0,42.8,42.17,40.4,41.33,2.4,0.83,79,100,18,19,23,19,23,23,25,29,LKL
1806,0.0,66.67,75.67,73.0,82.0,68.33,-6.33,4.67,157.67,141.33,39.33,34.0,43.0,36.33,-3.67,-2.33,78,89,18,23,15,22,18,27,20,24,LEB Oro
1807,85.71,0.0,110.86,88.33,96.0,109.17,14.86,-20.83,206.86,197.5,56.71,43.5,46.14,52.5,10.57,-9.0,143,90,27,40,36,40,25,19,21,25,CBA
1808,16.67,66.67,97.5,98.17,109.17,103.33,-11.67,-5.17,206.67,201.5,47.5,47.17,56.17,54.83,-8.67,-7.67,108,112,27,25,30,26,27,33,28,24,CBA
1809,50.0,16.67,105.5,98.67,95.17,109.33,10.33,-10.67,200.67,208.0,52.17,47.83,47.5,58.17,4.67,-10.33,131,100,28,43,36,24,21,19,37,23,CBA
1810,16.67,42.86,91.17,93.29,101.5,98.86,-10.33,-5.57,192.67,192.14,44.33,44.0,49.33,50.29,-5.0,-6.29,76,94,17,22,23,14,20,19,22,33,CBA
1811,71.43,57.14,84.0,80.29,78.43,76.14,5.57,4.14,162.43,156.43,41.14,37.29,35.71,40.57,5.43,-3.29,70,68,17,22,23,8,12,22,17,17,B1 League
1812,42.86,14.29,78.57,72.14,78.14,85.57,0.43,-13.43,156.71,157.71,37.71,33.43,32.14,43.57,5.57,-10.14,94,76,27,18,24,25,18,14,23,21,B1 League
1813,0.0,77.78,69.43,81.89,80.0,76.22,-10.57,5.67,149.43,158.11,32.14,40.22,40.14,37.0,-8.0,3.22,75,85,19,14,17,25,28,16,18,23,B1 League
1814,50.0,66.67,82.75,80.78,83.13,76.33,-0.38,4.44,165.88,157.11,38.75,39.0,39.5,36.56,-0.75,2.44,80,73,16,20,20,24,16,20,19,18,B1 League
1815,37.5,28.57,70.0,76.29,81.38,81.57,-11.38,-5.29,151.38,157.86,29.63,37.14,40.38,36.57,-10.75,0.57,77,68,19,11,23,24,21,13,22,12,B1 League
1816,12.5,33.33,68.88,76.33,77.0,82.17,-8.13,-5.83,145.88,158.5,29.88,37.67,35.38,38.33,-5.5,-0.67,74,84,21,10,26,17,11,24,26,23,B1 League
1817,75.0,75.0,83.75,89.63,71.75,81.13,12.0,8.5,155.5,170.75,40.63,45.38,34.0,41.38,6.63,4.0,84,78,21,22,23,18,18,17,18,25,B1 League
1818,12.5,85.71,74.0,83.29,83.25,68.14,-9.25,15.14,157.25,151.43,36.13,42.29,41.13,27.86,-5.0,14.43,54,84,10,7,20,17,29,14,15,26,B1 League
1819,55.56,55.56,85.78,80.0,84.0,80.11,1.78,-0.11,169.78,160.11,42.44,38.67,43.33,40.22,-0.89,-1.56,88,84,16,13,25,34,21,29,17,17,B1 League
1820,80.0,50.0,81.4,68.17,74.6,71.0,6.8,-2.83,156.0,139.17,36.8,32.67,37.2,33.17,-0.4,-0.5,66,73,10,19,16,21,15,21,17,20,B1 League
1821,0.0,100.0,85.0,90.0,90.0,85.0,-5.0,5.0,175.0,175.0,43.0,50.0,50.0,43.0,-7.0,7.0,85,90,18,25,22,20,26,24,22,18,NBB
1822,0.0,50.0,57.5,79.0,82.0,78.0,-24.5,1.0,139.5,157.0,23.5,42.0,36.0,43.5,-12.5,-1.5,54,90,12,16,18,8,21,23,25,21,NBB
1823,100.0,0.0,107.0,61.0,61.0,107.0,46.0,-46.0,168.0,168.0,52.0,40.0,40.0,52.0,12.0,-12.0,107,61,26,26,27,28,15,25,13,8,NBB
1824,0.0,100.0,69.0,75.0,76.0,65.0,-7.0,10.0,145.0,140.0,30.0,34.5,41.0,24.5,-11.0,10.0,69,76,15,15,15,24,19,22,24,11,NBB
1825,33.33,66.67,69.67,66.33,73.33,73.67,-3.67,-7.33,143.0,140.0,34.0,30.67,39.0,33.33,-5.0,-2.67,65,71,16,13,14,22,14,25,19,13,Liga Nacional
1826,33.33,66.67,75.0,77.67,80.0,70.0,-5.0,7.67,155.0,147.67,39.0,38.33,41.0,34.33,-2.0,4.0,75,85,15,18,17,25,18,20,25,22,Liga Nacional
1827,33.33,66.67,80.67,80.0,77.67,69.33,3.0,10.67,158.33,149.33,38.33,40.0,37.0,32.0,1.33,8.0,63,82,13,19,18,13,22,14,27,19,Liga Nacional
1828,66.67,66.67,77.33,78.0,70.0,83.0,7.33,-5.0,147.33,161.0,39.67,38.33,37.33,38.33,2.33,0.0,75,81,19,12,26,18,24,17,17,23,Liga Nacional
1829,50.0,0.0,81.0,74.0,81.5,84.5,-0.5,-10.5,162.5,158.5,37.0,45.0,34.0,48.0,3.0,-3.0,,,,,,,,,,,Liga Nacional
1830,100.0,0.0,86.0,85.0,85.0,86.0,1.0,-1.0,171.0,171.0,45.0,39.0,39.0,45.0,6.0,-6.0,86,85,29,16,21,20,18,21,22,24,BBL Cup
1831,16.67,50.0,82.17,84.0,92.33,86.33,-10.17,-2.33,174.5,170.33,41.83,38.83,48.33,44.0,-6.5,-5.17,85,94,16,23,21,25,32,17,28,17,A1 Liga
1832,50.0,0.0,80.5,75.4,80.5,93.2,0.0,-17.8,161.0,168.6,35.25,34.2,38.0,45.8,-2.75,-11.6,83,75,15,19,26,23,21,14,21,19,KLS
1833,50.0,20.0,94.25,76.0,79.25,79.2,15.0,-3.2,173.5,155.2,45.25,44.0,40.25,37.6,5.0,6.4,94,90,17,24,14,22,18,26,17,16,KLS
1834,40.0,25.0,77.8,95.5,79.8,100.25,-2.0,-4.75,157.6,195.75,39.4,45.0,37.6,49.0,1.8,-4.0,75,76,23,20,20,12,19,12,22,23,KLS
1835,40.0,25.0,92.4,82.25,92.0,89.0,0.4,-6.75,184.4,171.25,44.2,37.25,43.4,48.0,0.8,-10.75,99,85,31,25,20,23,25,16,23,21,KLS
1836,0.0,20.0,64.67,68.6,86.0,80.4,-21.33,-11.8,150.67,149.0,33.67,35.8,47.0,39.4,-13.33,-3.6,62,80,11,12,24,15,27,26,10,17,1. SKL
1837,40.0,25.0,80.2,81.75,87.8,88.25,-7.6,-6.5,168.0,170.0,40.6,43.0,45.4,41.5,-4.8,1.5,96,93,27,25,16,28,30,21,26,16,1. SKL
1838,60.0,80.0,77.4,86.2,78.2,79.6,-0.8,6.6,155.6,165.8,40.8,47.4,40.4,39.6,0.4,7.8,,,,,,,,,,,Extraliga
1839,60.0,0.0,86.8,71.0,80.8,84.8,6.0,-13.8,167.6,155.8,47.0,36.0,40.2,44.8,6.8,-8.8,,,,,,,,,,,Extraliga
1840,100.0,0.0,86.0,80.0,80.0,86.0,6.0,-6.0,166.0,166.0,47.0,35.0,35.0,47.0,12.0,-12.0,86,80,22,25,16,23,18,17,23,22,Pro Basketball League
1841,100.0,0.0,83.75,72.0,67.0,85.0,16.75,-13.0,150.75,157.0,39.75,26.0,30.5,37.0,9.25,-11.0,85,72,21,16,20,28,11,15,25,21,Super League 1
1842,50.0,0.0,74.0,79.6,71.75,89.0,2.25,-9.4,145.75,168.6,37.75,39.4,39.25,45.8,-1.5,-6.4,75,67,28,12,15,20,19,17,19,12,Estonya-Letonya Basketbol Ligi
1843,100.0,50.0,87.0,87.0,71.0,74.5,16.0,12.5,158.0,161.5,39.0,48.0,35.5,32.5,3.5,15.5,89,72,12,23,27,27,22,18,15,17,WNBL
1844,75.0,50.0,92.75,87.5,55.25,80.25,37.5,7.25,148.0,167.75,49.0,43.5,26.5,39.25,22.5,4.25,79,67,20,20,18,21,26,6,13,22,Premier League
1845,0.0,100.0,59.0,67.0,63.0,59.0,-4.0,8.0,122.0,126.0,27.0,32.0,28.5,29.0,-1.5,3.0,59,67,16,13,12,18,15,17,20,15,Paulista Women
1846,50.0,0.0,83.5,76.5,89.5,78.0,-6.0,-1.5,173.0,154.5,40.0,38.0,42.0,39.5,-2.0,-1.5,85,82,21,22,19,23,23,18,23,18,NBL
1847,100.0,50.0,105.0,81.0,69.75,82.25,35.25,-1.25,174.75,163.25,51.0,43.0,33.5,42.0,17.5,1.0,96,87,24,20,33,19,25,25,17,20,Basketligaen
1848,40.0,25.0,74.8,78.5,79.4,89.75,-4.6,-11.25,154.2,168.25,38.4,40.5,39.4,47.5,-1.0,-7.0,64,78,18,16,14,16,24,17,20,17,Basketligaen
1849,0.0,25.0,79.0,83.0,82.5,78.75,-3.5,4.25,161.5,161.75,41.0,38.75,37.5,38.25,3.5,0.5,122,116,21,17,31,18,22,19,18,28,Basketligaen
1850,0.0,25.0,88.25,80.0,100.25,90.0,-12.0,-10.0,188.5,170.0,38.0,39.5,50.75,39.5,-12.75,0.0,87,94,29,11,23,24,31,17,28,18,Korisliiga
1851,50.0,57.14,81.2,78.57,82.3,76.86,-1.1,1.71,163.5,155.43,41.5,38.0,39.6,39.71,1.9,-1.71,83,86,20,21,21,21,20,15,26,25,KBL
1852,25.0,28.57,76.38,73.86,80.25,81.0,-3.88,-7.14,156.63,154.86,37.0,35.14,40.75,39.14,-3.75,-4.0,91,75,24,15,20,32,27,9,14,25,KBL
1853,57.14,62.5,77.71,81.38,79.86,81.25,-2.14,0.13,157.57,162.63,35.0,40.25,41.71,40.38,-6.71,-0.13,83,77,22,17,25,19,20,21,19,17,KBL
1854,0.0,100.0,70.5,81.5,80.5,72.0,-10.0,9.5,151.0,153.5,39.0,37.5,40.5,34.5,-1.5,3.0,69,79,22,13,18,16,24,17,22,16,Liga EBA
1855,100.0,0.0,77.0,64.5,57.0,83.0,20.0,-18.5,134.0,147.5,36.5,32.0,27.5,36.5,9.0,-4.5,84,48,18,20,28,18,6,15,15,12,LEB Plata
1856,0.0,100.0,59.33,83.67,80.33,68.33,-21.0,15.33,139.67,152.0,34.33,42.0,44.67,38.0,-10.33,4.0,68,79,19,21,12,16,22,18,21,18,LEB Plata
1857,50.0,0.0,71.5,64.0,76.0,67.0,-4.5,-3.0,147.5,131.0,41.5,35.0,43.0,42.0,-1.5,-7.0,67,64,28,14,16,9,16,19,15,14,LEB Plata
1858,100.0,50.0,61.0,63.0,59.0,61.75,2.0,1.25,120.0,124.75,39.0,37.0,43.0,30.5,-4.0,6.5,61,59,27,12,9,13,22,21,8,8,Liga Femenina 2
1859,66.67,33.33,87.67,77.67,67.33,94.0,20.33,-16.33,155.0,171.67,46.33,39.67,34.0,45.33,12.33,-5.67,89,61,20,21,21,27,10,21,15,15,Basketligan
1860,50.0,0.0,62.0,61.0,65.0,75.33,-3.0,-14.33,127.0,136.33,29.75,29.33,32.0,39.67,-2.25,-10.33,77,68,24,21,13,19,15,19,10,24,Serie A2 Femminile
1861,50.0,57.14,74.33,82.57,75.0,85.71,-0.67,-3.14,149.33,168.29,36.67,39.57,35.33,37.86,1.33,1.71,77,61,14,15,30,18,9,14,14,24,B2 League
1862,50.0,66.67,71.25,71.67,64.75,57.0,6.5,14.67,136.0,128.67,33.75,37.33,36.25,28.67,-2.5,8.67,71,63,15,18,20,18,22,11,17,13,1 Liga Kobiet
1863,50.0,25.0,71.0,74.75,78.25,74.5,-7.25,0.25,149.25,149.25,39.25,37.75,45.25,38.0,-6.0,-0.25,81,78,16,26,18,21,21,29,5,23,2 Liga
1864,25.0,33.33,61.75,81.0,73.0,88.0,-11.25,-7.0,134.75,169.0,33.0,36.33,35.5,48.0,-2.5,-11.67,71,79,22,23,15,11,17,16,16,30,2 Liga
1865,25.0,0.0,76.5,64.6,86.25,79.8,-9.75,-15.2,162.75,144.4,38.25,31.0,42.75,42.2,-4.5,-11.2,81,76,27,11,19,24,22,14,17,23,2 Liga
1866,100.0,0.0,73.0,58.67,55.0,69.67,18.0,-11.0,128.0,128.33,38.5,24.67,20.5,35.67,18.0,-11.0,72,57,30,12,16,14,10,11,14,22,CN1
1867,100.0,0.0,79.5,67.0,71.5,80.0,8.0,-13.0,151.0,147.0,39.5,33.0,35.0,41.5,4.5,-8.5,77,69,19,17,22,19,11,23,15,20,CN1
1868,0.0,50.0,69.33,73.5,83.33,62.0,-14.0,11.5,152.67,135.5,35.0,34.0,39.0,37.5,-4.0,-3.5,68,93,21,29,4,14,23,26,24,20,CN1
1869,0.0,100.0,68.5,88.5,90.5,65.0,-22.0,23.5,159.0,153.5,34.5,47.25,49.5,29.25,-15.0,18.0,77,103,16,16,24,21,29,27,21,26,LPB
1870,75.0,66.67,84.5,75.67,72.25,69.33,12.25,6.33,156.75,145.0,40.5,36.0,35.0,34.33,5.5,1.67,84,74,11,26,22,25,16,13,21,24,LPB
1871,100.0,0.0,90.33,73.0,67.33,92.5,23.0,-19.5,157.67,165.5,48.33,31.5,32.0,43.0,16.33,-11.5,89,80,26,18,20,25,15,16,25,24,LPB
1872,50.0,50.0,62.5,66.0,59.5,62.0,3.0,4.0,122.0,128.0,36.0,30.0,27.0,35.5,9.0,-5.5,63,77,17,17,12,17,11,22,22,22,Nacional I Divisão
1873,33.33,100.0,54.33,72.25,63.67,61.75,-9.33,10.5,118.0,134.0,26.67,38.25,32.67,31.25,-6.0,7.0,46,69,8,17,10,11,19,17,11,22,Super League 1 (W)
1874,25.0,50.0,65.25,63.0,78.25,66.5,-13.0,-3.5,143.5,129.5,29.5,27.5,38.25,38.25,-8.75,-10.75,66,74,23,11,10,22,18,25,14,17,Super League 1 (W)
1875,100.0,20.0,64.0,67.4,46.0,78.8,18.0,-11.4,110.0,146.2,34.5,35.6,21.25,38.2,13.25,-2.6,76,61,21,24,17,14,15,20,13,13,Super League 1 (W)
1876,100.0,0.0,92.0,67.0,67.0,92.0,25.0,-25.0,159.0,159.0,45.0,35.0,35.0,45.0,10.0,-10.0,92,67,21,24,29,18,16,19,14,18,Super League 2 (W)
1877,100.0,0.0,80.0,65.0,65.0,80.0,15.0,-15.0,145.0,145.0,43.0,37.0,37.0,43.0,6.0,-6.0,80,65,26,17,19,18,21,16,20,8,Super League 2 (W)
1878,100.0,50.0,74.5,69.0,64.0,68.5,10.5,0.5,138.5,137.5,34.0,35.0,33.5,36.5,0.5,-1.5,72,69,6,28,17,21,14,20,15,20,Hualien Invitational Tournament
1879,71.43,100.0,90.71,99.0,75.57,85.0,15.14,14.0,166.29,184.0,44.29,46.0,38.29,33.0,6.0,13.0,85,99,17,16,29,23,25,21,31,22,Higher League
1880,100.0,0.0,84.33,73.0,57.67,86.0,26.67,-13.0,142.0,159.0,47.67,28.0,30.67,56.0,17.0,-28.0,86,73,19,37,17,13,15,13,17,28,Higher League
1881,25.0,40.0,74.75,74.2,73.5,78.0,1.25,-3.8,148.25,152.2,36.5,36.4,37.25,41.6,-0.75,-5.2,67,73,26,16,11,14,21,15,23,14,Euroleague
1882,25.0,75.0,78.25,82.5,78.75,79.25,-0.5,3.25,157.0,161.75,38.5,42.0,40.25,38.5,-1.75,3.5,77,80,22,18,14,23,21,15,23,21,Euroleague
1883,75.0,50.0,77.0,85.25,69.0,83.25,8.0,2.0,146.0,168.5,35.0,38.75,34.0,41.25,1.0,-2.5,90,79,21,16,25,28,18,21,21,19,Euroleague
1884,0.0,100.0,65.0,69.5,79.33,61.0,-14.33,8.5,144.33,130.5,36.33,27.0,37.67,23.5,-1.33,3.5,53,66,11,10,16,16,12,16,16,22,Euroleague
1885,100.0,75.0,87.67,78.5,75.33,75.5,12.33,3.0,163.0,154.0,40.67,36.75,40.33,39.5,0.33,-2.75,71,61,17,16,15,23,17,12,12,20,Eurocup
1886,100.0,0.0,72.0,59.5,61.5,77.0,10.5,-17.5,133.5,136.5,40.5,35.0,36.0,42.5,4.5,-7.5,84,64,26,20,18,20,23,18,11,12,Eurobasket Qualifiers (W)
1887,50.0,100.0,69.0,86.0,72.5,70.0,-3.5,16.0,141.5,156.0,35.0,49.0,40.0,34.5,-5.0,14.5,68,90,15,16,17,20,27,24,12,27,Eurobasket Qualifiers (W)
1888,100.0,66.67,73.33,69.33,56.33,72.67,17.0,-3.33,129.67,142.0,33.0,31.0,28.67,30.67,4.33,0.33,78,63,18,13,24,23,13,14,18,18,Federasyon Kupası Kadınlar
1889,100.0,50.0,79.33,69.25,66.33,64.75,13.0,4.5,145.67,134.0,40.0,33.0,37.67,31.5,2.33,1.5,66,57,16,15,18,17,13,14,17,13,Federasyon Kupası Kadınlar
1890,0.0,100.0,80.0,88.0,88.0,80.0,-8.0,8.0,168.0,168.0,37.0,40.0,40.0,37.0,-3.0,3.0,80,88,20,17,24,19,27,13,26,22,BBL
1891,100.0,50.0,110.0,65.5,54.0,89.0,56.0,-23.5,164.0,154.5,61.0,32.5,25.0,49.0,36.0,-16.5,110,54,26,35,27,22,18,7,18,11,Coupe de France
1892,57.14,40.0,82.86,84.0,80.14,83.6,2.71,0.4,163.0,167.6,42.86,38.4,37.57,39.6,5.29,-1.2,82,92,21,23,26,12,17,20,33,22,PLK
1893,55.56,0.0,85.89,73.5,83.33,85.0,2.56,-11.5,169.22,158.5,46.22,34.0,39.11,43.25,7.11,-9.25,97,86,24,29,23,21,19,22,25,20,PLK
1894,0.0,33.33,59.5,77.67,79.0,77.67,-19.5,0.0,138.5,155.33,21.5,37.67,40.0,29.33,-18.5,8.33,69,80,10,11,21,27,15,26,27,12,LEB Oro
1895,50.0,66.67,79.5,87.33,88.5,71.67,-9.0,15.67,168.0,159.0,41.0,43.33,42.5,36.0,-1.5,7.33,68,94,13,19,19,17,28,22,18,26,LEB Oro
1896,100.0,0.0,87.33,62.5,68.0,86.5,19.33,-24.0,155.33,149.0,38.0,31.5,32.0,36.0,6.0,-4.5,84,50,12,22,20,30,12,11,9,18,LEB Oro
1897,75.0,33.33,91.75,90.5,87.25,93.83,4.5,-3.33,179.0,184.33,46.5,40.17,39.0,47.17,7.5,-7.0,100,92,21,23,30,26,18,21,32,21,CBA
1898,33.33,83.33,95.5,105.0,96.5,97.17,-1.0,7.83,192.0,202.17,46.0,52.83,47.5,46.0,-1.5,6.83,94,101,29,18,17,30,20,28,23,30,CBA
1899,71.43,83.33,107.86,112.5,97.71,97.83,10.14,14.67,205.57,210.33,54.0,57.83,44.71,48.83,9.29,9.0,99,105,20,28,21,30,25,19,25,36,CBA
1900,0.0,100.0,69.0,82.0,82.0,69.0,-13.0,13.0,151.0,151.0,33.0,40.0,40.0,33.0,-7.0,7.0,69,82,18,15,16,20,27,13,24,18,NBB
1901,100.0,0.0,76.0,54.0,54.0,76.0,22.0,-22.0,130.0,130.0,41.0,26.0,26.0,41.0,15.0,-15.0,76,54,16,25,22,13,16,10,15,13,NBB
1902,33.33,33.33,78.67,78.33,84.0,73.33,-5.33,5.0,162.67,151.67,36.0,38.0,39.0,34.33,-3.0,3.67,66,84,18,16,16,16,27,15,14,28,Liga Nacional
1903,66.67,100.0,83.0,79.33,79.67,73.33,3.33,6.0,162.67,152.67,45.0,39.33,38.67,37.33,6.33,2.0,85,86,23,25,16,21,17,22,21,26,Liga Nacional
1904,66.67,33.33,89.33,75.0,68.0,96.0,21.33,-21.0,157.33,171.0,39.0,31.0,28.67,43.0,10.33,-12.0,115,58,27,20,38,30,12,7,18,21,Liga Nacional
1905,0.0,100.0,73.67,82.33,82.33,67.33,-8.67,15.0,156.0,149.67,37.67,44.0,40.33,35.67,-2.67,8.33,68,83,20,14,19,15,16,24,20,23,Liga Nacional
1906,66.67,0.0,75.0,73.33,63.0,81.33,12.0,-8.0,138.0,154.67,37.0,37.0,29.0,42.0,8.0,-5.0,82,76,21,25,14,22,19,17,21,19,Liga Nacional
1907,50.0,0.0,82.5,73.0,75.0,88.0,7.5,-15.0,157.5,161.0,45.5,36.0,37.0,55.0,8.5,-19.0,88,73,29,26,17,16,18,18,27,10,BBL Cup
1908,0.0,100.0,82.0,88.0,88.0,82.0,-6.0,6.0,170.0,170.0,38.0,43.0,43.0,38.0,-5.0,5.0,82,88,20,18,24,20,20,23,18,27,BBL Cup
1909,66.67,0.0,78.33,72.67,71.0,92.0,7.33,-19.33,149.33,164.67,44.67,41.33,40.0,48.0,4.67,-6.67,87,74,27,22,16,22,22,26,11,15,NBL
1910,100.0,33.33,98.25,77.67,76.0,83.33,22.25,-5.67,174.25,161.0,44.0,42.67,39.0,41.67,5.0,1.0,93,83,22,20,24,27,26,18,16,23,NBL
1911,33.33,33.33,84.67,78.33,83.67,85.67,1.0,-7.33,168.33,164.0,45.67,40.0,45.33,41.0,0.33,-1.0,87,75,20,14,23,30,16,24,11,24,NBL
1912,66.67,50.0,81.67,65.25,77.33,70.25,4.33,-5.0,159.0,135.5,39.67,31.25,40.0,41.0,-0.33,-9.75,82,68,24,24,13,21,17,19,16,16,Estonya-Letonya Basketbol Ligi
1913,100.0,40.0,88.75,72.8,74.0,71.6,14.75,1.2,162.75,144.4,44.0,33.6,36.0,33.2,8.0,0.4,76,74,14,26,18,18,19,16,19,20,Estonya-Letonya Basketbol Ligi
1914,0.0,100.0,52.5,66.0,62.5,49.0,-10.0,17.0,115.0,115.0,23.5,29.0,31.5,17.0,-8.0,12.0,49,66,9,8,20,12,10,19,16,21,Paulista Women
